src_kind,sink_kind,param_key,src_x,src_y,sink_x,sink_y,euclidean,manhattan,same_controller,same_rack,adjacent,cable_hops,is_outlier
0,0,0,30,0,34,3,5.000000,7,1,1,0,0,1
0,0,0,30,0,34,3,5.000000,7,1,1,0,0,1
0,0,0,30,0,34,3,5.000000,7,1,1,0,0,1
0,0,0,30,0,34,3,5.000000,7,1,1,0,0,1
0,0,0,30,0,35,0,5.000000,5,1,1,0,0,0
0,0,0,30,0,36,0,6.000000,6,1,1,0,0,0
0,0,0,30,0,36,15,16.155494,21,0,0,0,0,0
0,0,0,30,0,37,2,7.280110,9,1,1,0,0,0
0,0,0,30,0,37,3,7.615773,10,1,1,0,0,1
0,0,0,30,0,37,3,7.615773,10,1,1,0,0,1
0,0,0,30,0,37,3,7.615773,10,1,1,0,0,1
0,0,0,30,0,37,3,7.615773,10,1,1,0,0,1
0,0,0,30,0,37,3,7.615773,10,1,1,0,0,1
0,0,0,30,0,37,3,7.615773,10,1,1,0,0,1
0,0,0,30,0,37,3,7.615773,10,1,1,0,0,1
0,0,0,30,0,37,3,7.615773,10,1,1,0,0,1
0,0,0,30,0,37,3,7.615773,10,1,1,0,0,1
0,0,0,30,0,37,3,7.615773,10,1,1,0,0,1
0,0,0,30,0,37,3,7.615773,10,1,1,0,0,1
0,0,0,30,0,37,3,7.615773,10,1,1,0,0,1
0,0,0,30,0,37,3,7.615773,10,1,1,0,0,1
0,0,0,30,0,37,3,7.615773,10,1,1,0,0,1
0,0,0,30,0,37,3,7.615773,10,1,1,0,0,1
0,0,0,30,0,37,12,13.892444,19,0,0,0,0,0
0,0,0,30,1,30,13,12.000000,12,0,0,0,0,0
0,0,0,30,1,30,14,13.000000,13,0,0,0,0,0
0,0,0,30,1,31,2,1.414214,2,1,1,0,0,0
0,0,0,30,1,31,2,1.414214,2,1,1,0,0,0
0,0,0,30,1,31,13,12.041595,13,0,0,0,0,0
0,0,0,30,1,31,22,21.023796,22,0,0,0,0,0
0,0,0,30,1,34,0,4.123106,5,1,1,0,0,0
0,0,0,30,1,36,0,6.082763,7,1,1,0,0,0
0,0,0,30,1,36,1,6.000000,6,1,1,0,0,0
0,0,0,30,1,36,2,6.082763,7,1,1,0,0,0
0,0,0,30,1,37,3,7.280110,9,1,1,0,0,0
0,0,0,30,2,30,0,2.000000,2,1,1,0,0,0
0,0,0,30,2,30,1,1.000000,1,1,1,1,0,0
0,0,0,30,2,30,14,12.000000,12,0,0,0,0,0
0,0,0,30,2,31,12,10.049876,11,0,0,0,0,0
0,0,0,30,2,32,0,2.828427,4,1,1,0,0,0
0,0,0,30,2,32,15,13.152946,15,0,0,0,0,0
0,0,0,30,2,33,0,3.605551,5,1,1,0,0,0
0,0,0,30,2,33,12,10.440307,13,0,0,0,0,0
0,0,0,30,2,34,12,10.770330,14,0,0,0,0,0
0,0,0,30,2,36,1,6.082763,7,1,1,0,0,0
0,0,0,30,2,36,12,11.661904,16,0,0,0,0,0
0,0,0,30,2,36,15,14.317821,19,0,0,0,0,0
0,0,0,30,2,37,3,7.071068,8,1,1,0,0,0
0,0,0,30,2,37,15,14.764823,20,0,0,0,0,0
0,0,0,30,3,30,1,2.000000,2,1,1,0,0,0
0,0,0,30,3,30,15,12.000000,12,0,0,0,0,0
0,0,0,30,3,30,15,12.000000,12,0,0,0,0,0
0,0,0,30,3,31,15,12.041595,13,0,0,0,0,0
0,0,0,30,3,32,0,3.605551,5,1,1,0,0,0
0,0,0,30,3,33,15,12.369317,15,0,0,0,0,0
0,0,0,30,3,35,0,5.830952,8,1,1,0,0,0
0,0,0,30,3,36,12,10.816654,15,0,0,0,0,0
0,0,0,30,3,37,12,11.401754,16,0,0,0,0,0
0,0,0,30,3,37,12,11.401754,16,0,0,0,0,0
0,0,0,30,12,31,2,10.049876,11,0,0,0,0,0
0,0,0,30,12,32,12,2.000000,2,1,1,0,0,0
0,0,0,30,12,33,0,12.369317,15,0,0,0,0,0
0,0,0,30,12,33,13,3.162278,4,1,1,0,0,0
0,0,0,30,12,35,12,5.000000,5,1,1,0,0,0
0,0,0,30,12,35,12,5.000000,5,1,1,0,0,0
0,0,0,30,12,36,2,11.661904,16,0,0,0,0,0
0,0,0,30,12,37,3,11.401754,16,0,0,0,0,1
0,0,0,30,12,37,3,11.401754,16,0,0,0,0,1
0,0,0,30,12,37,3,11.401754,16,0,0,0,0,1
0,0,0,30,12,37,3,11.401754,16,0,0,0,0,1
0,0,0,30,12,37,3,11.401754,16,0,0,0,0,1
0,0,0,30,12,37,3,11.401754,16,0,0,0,0,1
0,0,0,30,12,37,3,11.401754,16,0,0,0,0,1
0,0,0,30,12,37,3,11.401754,16,0,0,0,0,1
0,0,0,30,12,37,3,11.401754,16,0,0,0,0,1
0,0,0,30,12,37,3,11.401754,16,0,0,0,0,1
0,0,0,30,12,37,3,11.401754,16,0,0,0,0,1
0,0,0,30,12,37,3,11.401754,16,0,0,0,0,1
0,0,0,30,12,37,3,11.401754,16,0,0,0,0,1
0,0,0,30,12,37,3,11.401754,16,0,0,0,0,1
0,0,0,30,12,37,3,11.401754,16,0,0,0,0,1
0,0,0,30,12,37,3,11.401754,16,0,0,0,0,1
0,0,0,30,12,37,3,11.401754,16,0,0,0,0,1
0,0,0,30,12,37,3,11.401754,16,0,0,0,0,1
0,0,0,30,12,37,3,11.401754,16,0,0,0,0,1
0,0,0,30,12,37,3,11.401754,16,0,0,0,0,1
0,0,0,30,12,37,3,11.401754,16,0,0,0,0,1
0,0,0,30,12,37,3,11.401754,16,0,0,0,0,1
0,0,0,30,12,37,3,11.401754,16,0,0,0,0,1
0,0,0,30,12,37,3,11.401754,16,0,0,0,0,1
0,0,0,30,12,37,3,11.401754,16,0,0,0,0,1
0,0,0,30,12,37,3,11.401754,16,0,0,0,0,1
0,0,0,30,12,37,15,7.615773,10,1,1,0,0,0
0,0,0,30,13,30,14,1.000000,1,1,1,1,0,0
0,0,0,30,13,30,15,2.000000,2,1,1,0,0,0
0,0,0,30,13,31,1,12.041595,13,0,0,0,0,0
0,0,0,30,13,31,2,11.045361,12,0,0,0,0,0
0,0,0,30,13,31,12,1.414214,2,1,1,0,0,0
0,0,0,30,13,34,2,11.704700,15,0,0,0,0,0
0,0,0,30,13,34,13,4.000000,4,1,1,0,0,0
0,0,0,30,13,35,0,13.928388,18,0,0,0,0,0
0,0,0,30,13,35,1,13.000000,17,0,0,0,0,0
0,0,0,30,13,35,12,5.099020,6,1,1,0,0,0
0,0,0,30,13,36,12,6.082763,7,1,1,0,0,0
0,0,0,30,13,36,13,6.000000,6,1,1,0,0,0
0,0,0,30,13,37,1,13.892444,19,0,0,0,0,0
0,0,0,30,13,37,12,7.071068,8,1,1,0,0,0
0,0,0,30,14,30,1,13.000000,13,0,0,0,0,0
0,0,0,30,14,30,2,12.000000,12,0,0,0,0,0
0,0,0,30,14,31,2,12.041595,13,0,0,0,0,0
0,0,0,30,14,31,12,2.236068,3,1,1,0,0,0
0,0,0,30,14,31,12,2.236068,3,1,1,0,0,0
0,0,0,30,14,33,12,3.605551,5,1,1,0,0,0
0,0,0,30,14,34,14,4.000000,4,1,1,0,0,0
0,0,0,30,14,35,18,6.403124,9,1,1,0,0,0
0,0,0,30,14,37,0,15.652476,21,0,0,0,0,0
0,0,0,30,15,31,14,1.414214,2,1,1,0,0,0
0,0,0,30,15,32,0,15.132746,17,0,0,0,0,0
0,0,0,30,15,33,14,3.162278,4,1,1,0,0,0
0,0,0,30,15,35,13,5.385165,7,1,1,0,0,0
0,0,0,30,15,36,3,13.416408,18,0,0,0,0,0
0,0,0,30,15,36,13,6.324555,8,1,1,0,0,0
0,0,0,30,15,36,13,6.324555,8,1,1,0,0,0
0,0,0,30,15,37,1,15.652476,21,0,0,0,0,0
0,0,0,30,15,37,3,13.892444,19,0,0,0,0,0
0,0,0,30,15,37,14,7.071068,8,1,1,0,0,0
0,0,0,31,0,30,0,1.000000,1,1,1,1,0,0
0,0,0,31,0,30,0,1.000000,1,1,1,1,0,0
0,0,0,31,0,32,3,3.162278,4,1,1,0,0,0
0,0,0,31,0,32,12,12.041595,13,0,0,0,0,0
0,0,0,31,0,32,15,15.033296,16,0,0,0,0,0
0,0,0,31,0,34,2,3.605551,5,1,1,0,0,0
0,0,0,31,0,35,0,4.000000,4,1,1,0,0,0
0,0,0,31,0,36,13,13.928388,18,0,0,0,0,0
0,0,0,31,0,37,13,14.317821,19,0,0,0,0,0
0,0,0,31,1,30,1,1.000000,1,1,1,1,0,0
0,0,0,31,1,30,12,11.045361,12,0,0,0,0,0
0,0,0,31,1,31,3,2.000000,2,1,1,0,0,0
0,0,0,31,1,31,14,13.000000,13,0,0,0,0,0
0,0,0,31,1,32,0,1.414214,2,1,1,0,0,0
0,0,0,31,1,32,3,2.236068,3,1,1,0,0,0
0,0,0,31,1,35,13,12.649111,16,0,0,0,0,0
0,0,0,31,1,36,2,5.099020,6,1,1,0,0,0
0,0,0,31,1,36,13,13.000000,17,0,0,0,0,0
0,0,0,31,2,30,0,2.236068,3,1,1,0,0,0
0,0,0,31,2,30,12,10.049876,11,0,0,0,0,0
0,0,0,31,2,30,15,13.038405,14,0,0,0,0,0
0,0,0,31,2,31,14,12.000000,12,0,0,0,0,0
0,0,0,31,2,35,3,4.123106,5,1,1,0,0,0
0,0,0,31,2,35,13,11.704700,15,0,0,0,0,0
0,0,0,31,2,37,15,14.317821,19,0,0,0,0,0
0,0,0,31,3,30,2,1.414214,2,1,1,0,0,0
0,0,0,31,3,30,2,1.414214,2,1,1,0,0,0
0,0,0,31,3,31,1,2.000000,2,1,1,0,0,0
0,0,0,31,3,31,12,9.000000,9,0,0,0,0,0
0,0,0,31,3,31,13,10.000000,10,0,0,0,0,0
0,0,0,31,3,32,13,10.049876,11,0,0,0,0,0
0,0,0,31,3,33,0,3.605551,5,1,1,0,0,0
0,0,0,31,3,33,2,2.236068,3,1,1,0,0,0
0,0,0,31,3,34,1,3.605551,5,1,1,0,0,0
0,0,0,31,3,34,13,10.440307,13,0,0,0,0,0
0,0,0,31,3,36,12,10.295630,14,0,0,0,0,0
0,0,0,31,3,37,2,6.082763,7,1,1,0,0,0
0,0,0,31,3,37,15,13.416408,18,1,1,0,0,0
0,0,0,31,12,30,13,1.414214,2,1,1,0,0,0
0,0,0,31,12,30,14,2.236068,3,1,1,0,0,0
0,0,0,31,12,31,14,2.000000,2,1,1,0,0,0
0,0,0,31,12,34,3,9.486833,12,0,0,0,0,0
0,0,0,31,12,35,15,5.000000,7,1,1,0,0,0
0,0,0,31,12,36,0,13.000000,17,0,0,0,0,0
0,0,0,31,12,36,1,12.083046,16,0,0,0,0,0
0,0,0,31,12,36,14,5.385165,7,1,1,0,0,0
0,0,0,31,12,36,71,59.211485,64,1,1,0,0,0
0,0,0,31,12,37,14,6.324555,8,1,1,0,0,0
0,0,0,31,13,31,14,1.000000,1,1,1,1,0,0
0,0,0,31,13,32,2,11.045361,12,0,0,0,0,0
0,0,0,31,13,32,12,1.414214,2,1,1,0,0,0
0,0,0,31,13,32,13,1.000000,1,1,1,1,0,0
0,0,0,31,13,33,0,13.152946,15,0,0,0,0,0
0,0,0,31,13,33,12,2.236068,3,1,1,0,0,0
0,0,0,31,13,34,0,13.341664,16,0,0,0,0,0
0,0,0,31,13,35,1,12.649111,16,0,0,0,0,0
0,0,0,31,13,36,12,5.099020,6,1,1,0,0,0
0,0,0,31,13,37,15,6.324555,8,1,1,0,0,0
0,0,0,31,13,37,15,6.324555,8,1,1,0,0,0
0,0,0,31,14,31,12,2.000000,2,1,1,0,0,0
0,0,0,31,14,32,1,13.038405,14,0,0,0,0,0
0,0,0,31,14,32,3,11.045361,12,0,0,0,0,0
0,0,0,31,14,33,0,14.142136,16,0,0,0,0,0
0,0,0,31,14,34,13,3.162278,4,1,1,0,0,0
0,0,0,31,14,36,2,13.000000,17,0,0,0,0,0
0,0,0,31,14,36,13,5.099020,6,1,1,0,0,0
0,0,0,31,14,36,13,5.099020,6,1,1,0,0,0
0,0,0,31,14,36,14,5.000000,5,1,1,0,0,0
0,0,0,31,14,37,0,15.231546,20,0,0,0,0,0
0,0,0,31,14,37,13,6.082763,7,1,1,0,0,0
0,0,0,31,14,37,14,6.000000,6,1,1,0,0,0
0,0,0,31,15,30,3,12.041595,13,0,0,0,0,0
0,0,0,31,15,33,3,12.165525,14,0,0,0,0,0
0,0,0,31,15,34,2,13.341664,16,0,0,0,0,0
0,0,0,31,15,35,1,14.560220,18,0,0,0,0,0
0,0,0,31,15,35,13,4.472136,6,1,1,0,0,0
0,0,0,31,15,36,0,15.811388,20,0,0,0,0,0
0,0,0,31,60,32,0,60.008333,61,0,0,0,0,0
0,0,0,32,0,30,2,2.828427,4,1,1,0,0,0
0,0,0,32,0,30,3,3.605551,5,1,1,0,0,0
0,0,0,32,0,30,15,15.132746,17,0,0,0,0,0
0,0,0,32,0,32,14,14.000000,14,0,0,0,0,0
0,0,0,32,0,32,14,14.000000,14,0,0,0,0,0
0,0,0,32,0,33,3,3.162278,4,1,1,0,0,0
0,0,0,32,0,34,13,13.152946,15,0,0,0,0,0
0,0,0,32,0,35,3,4.242641,6,1,1,0,0,0
0,0,0,32,0,37,15,15.811388,20,0,0,0,0,0
0,0,0,32,1,30,3,2.828427,4,1,1,0,0,0
0,0,0,32,1,30,13,12.165525,14,0,0,0,0,0
0,0,0,32,1,30,14,13.152946,15,0,0,0,0,0
0,0,0,32,1,32,2,1.000000,1,1,1,1,0,0
0,0,0,32,1,33,1,1.000000,1,1,1,1,0,0
0,0,0,32,1,34,1,2.000000,2,1,1,0,0,0
0,0,0,32,1,34,14,13.152946,15,0,0,0,0,0
0,0,0,32,1,35,15,14.317821,17,0,0,0,0,0
0,0,0,32,1,36,2,4.123106,5,1,1,0,0,0
0,0,0,32,1,36,3,4.472136,6,1,1,0,0,0
0,0,0,32,1,37,0,5.099020,6,1,1,0,0,0
0,0,0,32,1,37,1,5.000000,5,1,1,0,0,0
0,0,0,32,1,37,15,14.866069,19,0,0,0,0,0
0,0,0,32,2,31,1,1.414214,2,1,1,0,0,0
0,0,0,32,2,31,3,1.414214,2,1,1,0,0,0
0,0,0,32,2,32,12,10.000000,10,0,0,0,0,0
0,0,0,32,2,33,15,13.038405,14,0,0,0,0,0
0,0,0,32,2,34,0,2.828427,4,1,1,0,0,0
0,0,0,32,2,35,1,3.162278,4,1,1,0,0,0
0,0,0,32,2,35,12,10.440307,13,0,0,0,0,0
0,0,0,32,2,35,15,13.341664,16,0,0,0,0,0
0,0,0,32,2,36,15,13.601471,17,0,0,0,0,0
0,0,0,32,2,37,0,5.385165,7,1,1,0,0,0
0,0,0,32,2,37,13,12.083046,16,0,0,0,0,0
0,0,0,32,2,37,15,13.928388,18,0,0,0,0,0
0,0,0,32,3,30,12,9.219544,11,0,0,0,0,0
0,0,0,32,3,30,13,10.198039,12,0,0,0,0,0
0,0,0,32,3,31,1,2.236068,3,1,1,0,0,0
0,0,0,32,3,31,13,10.049876,11,0,0,0,0,0
0,0,0,32,3,31,14,11.045361,12,0,0,0,0,0
0,0,0,32,3,31,15,12.041595,13,0,0,0,0,0
0,0,0,32,3,32,0,3.000000,3,1,1,0,0,0
0,0,0,32,3,32,12,9.000000,9,0,0,0,0,0
0,0,0,32,3,32,14,11.000000,11,0,0,0,0,0
0,0,0,32,3,34,12,9.219544,11,0,0,0,0,0
0,0,0,32,3,34,15,12.165525,14,0,0,0,0,0
0,0,0,32,3,35,2,3.162278,4,1,1,0,0,0
0,0,0,32,3,36,3,4.000000,4,1,1,0,0,0
0,0,0,32,3,36,15,12.649111,16,0,0,0,0,0
0,0,0,32,3,37,1,5.385165,7,1,1,0,0,0
0,0,0,32,3,37,3,5.000000,5,1,1,0,0,0
0,0,0,32,12,31,14,2.236068,3,1,1,0,0,0
0,0,0,32,12,32,14,2.000000,2,1,1,0,0,0
0,0,0,32,12,32,14,2.000000,2,1,1,0,0,0
0,0,0,32,12,32,15,3.000000,3,1,1,0,0,0
0,0,0,32,12,33,0,12.041595,13,0,0,0,0,0
0,0,0,32,12,33,0,12.041595,13,0,0,0,0,0
0,0,0,32,12,34,12,2.000000,2,1,1,0,0,0
0,0,0,32,12,36,13,4.123106,5,1,1,0,0,0
0,0,0,32,13,31,13,1.000000,1,1,1,1,0,0
0,0,0,32,13,32,2,11.000000,11,0,0,0,0,0
0,0,0,32,13,34,1,12.165525,14,0,0,0,0,0
0,0,0,32,13,34,13,2.000000,2,1,1,0,0,0
0,0,0,32,13,35,0,13.341664,16,0,0,0,0,0
0,0,0,32,13,35,13,3.000000,3,1,1,0,0,0
0,0,0,32,13,36,12,4.123106,5,1,1,0,0,0
0,0,0,32,13,37,14,5.099020,6,1,1,0,0,0
0,0,0,32,14,32,0,14.000000,14,0,0,0,0,0
0,0,0,32,14,32,1,13.000000,13,0,0,0,0,0
0,0,0,32,14,32,3,11.000000,11,0,0,0,0,0
0,0,0,32,14,32,12,2.000000,2,1,1,0,0,0
0,0,0,32,14,32,12,2.000000,2,1,1,0,0,0
0,0,0,32,14,32,12,2.000000,2,1,1,0,0,0
0,0,0,32,14,32,15,1.000000,1,1,1,1,0,0
0,0,0,32,14,34,2,12.165525,14,0,0,0,0,0
0,0,0,32,14,34,2,12.165525,14,0,0,0,0,0
0,0,0,32,14,34,12,2.828427,4,1,1,0,0,0
0,0,0,32,14,35,3,11.401754,14,0,0,0,0,0
0,0,0,32,14,35,12,3.605551,5,1,1,0,0,0
0,0,0,32,14,36,3,11.704700,15,0,0,0,0,0
0,0,0,32,14,37,0,14.866069,19,0,0,0,0,0
0,0,0,32,14,37,2,13.000000,17,0,0,0,0,0
0,0,0,32,14,37,12,5.385165,7,1,1,0,0,0
0,0,0,32,15,30,2,13.152946,15,0,0,0,0,0
0,0,0,32,15,31,0,15.033296,16,0,0,0,0,0
0,0,0,32,15,31,1,14.035669,15,0,0,0,0,0
0,0,0,32,15,32,2,13.000000,13,0,0,0,0,0
0,0,0,32,15,34,2,13.152946,15,0,0,0,0,0
0,0,0,32,15,34,13,2.828427,4,1,1,0,0,0
0,0,0,32,15,35,1,14.317821,17,0,0,0,0,0
0,0,0,32,15,35,12,4.242641,6,1,1,0,0,0
0,0,0,32,15,36,2,13.601471,17,0,0,0,0,0
0,0,0,32,15,36,12,5.000000,7,1,1,0,0,0
0,0,0,32,15,37,1,14.866069,19,0,0,0,0,0
0,0,0,32,15,37,15,5.000000,5,1,1,0,0,0
0,0,0,32,75,33,1,74.006756,75,1,1,0,0,0
0,0,0,32,116,34,14,102.019606,104,0,0,0,0,0
0,0,0,33,0,30,2,3.605551,5,1,1,0,0,0
0,0,0,33,0,30,12,12.369317,15,0,0,0,0,0
0,0,0,33,0,30,12,12.369317,15,0,0,0,0,0
0,0,0,33,0,31,3,3.605551,5,1,1,0,0,0
0,0,0,33,0,31,3,3.605551,5,1,1,0,0,0
0,0,0,33,0,31,14,14.142136,16,0,0,0,0,0
0,0,0,33,0,32,3,3.162278,4,1,1,0,0,0
0,0,0,33,0,32,14,14.035669,15,0,0,0,0,0
0,0,0,33,0,33,3,3.000000,3,1,1,0,0,0
0,0,0,33,0,34,2,2.236068,3,1,1,0,0,0
0,0,0,33,0,34,13,13.038405,14,0,0,0,0,0
0,0,0,33,0,35,14,14.142136,16,0,0,0,0,0
0,0,0,33,0,35,15,15.132746,17,0,0,0,0,0
0,0,0,33,1,30,3,3.605551,5,1,1,0,0,0
0,0,0,33,1,31,1,2.000000,2,1,1,0,0,0
0,0,0,33,1,31,12,11.180340,13,0,0,0,0,0
0,0,0,33,1,32,12,11.045361,12,0,0,0,0,0
0,0,0,33,1,32,12,11.045361,12,0,0,0,0,0
0,0,0,33,1,32,14,13.038405,14,0,0,0,0,0
0,0,0,33,1,33,12,11.000000,11,0,0,0,0,0
0,0,0,33,1,33,14,13.000000,13,0,0,0,0,0
0,0,0,33,1,34,12,11.045361,12,0,0,0,0,0
0,0,0,33,1,35,2,2.236068,3,1,1,0,0,0
0,0,0,33,1,36,0,3.162278,4,1,1,0,0,0
0,0,0,33,1,36,1,3.000000,3,1,1,0,0,0
0,0,0,33,1,37,3,4.472136,6,1,1,0,0,0
0,0,0,33,1,37,15,14.560220,18,0,0,0,0,0
0,0,0,33,2,30,15,13.341664,16,0,0,0,0,0
0,0,0,33,2,32,0,2.236068,3,1,1,0,0,0
0,0,0,33,2,34,12,10.049876,11,0,0,0,0,0
0,0,0,33,2,34,13,11.045361,12,0,0,0,0,0
0,0,0,33,2,34,15,13.038405,14,0,0,0,0,0
0,0,0,33,2,35,14,12.165525,14,0,0,0,0,0
0,0,0,33,2,36,0,3.605551,5,1,1,0,0,0
0,0,0,33,2,36,3,3.162278,4,1,1,0,0,0
0,0,0,33,2,37,0,4.472136,6,1,1,0,0,0
0,0,0,33,2,37,2,4.000000,4,1,1,0,0,0
0,0,0,33,2,37,13,11.704700,15,0,0,0,0,0
0,0,0,33,3,30,14,11.401754,14,0,0,0,0,0
0,0,0,33,3,31,1,2.828427,4,1,1,0,0,0
0,0,0,33,3,34,12,9.055385,10,0,0,0,0,0
0,0,0,33,3,35,13,10.198039,12,0,0,0,0,0
0,0,0,33,3,35,14,11.180340,13,0,0,0,0,0
0,0,0,33,3,36,0,4.242641,6,1,1,0,0,0
0,0,0,33,3,36,3,3.000000,3,1,1,0,0,0
0,0,0,33,3,36,13,10.440307,13,0,0,0,0,0
0,0,0,33,3,36,15,12.369317,15,0,0,0,0,0
0,0,0,33,12,30,0,12.369317,15,0,0,0,0,0
0,0,0,33,12,30,14,3.605551,5,1,1,0,0,0
0,0,0,33,12,31,2,10.198039,12,0,0,0,0,0
0,0,0,33,12,31,12,2.000000,2,1,1,0,0,0
0,0,0,33,12,32,12,1.000000,1,1,1,1,0,0
0,0,0,33,12,35,2,10.198039,12,0,0,0,0,0
0,0,0,33,12,35,3,9.219544,11,0,0,0,0,0
0,0,0,33,12,36,2,10.440307,13,0,0,0,0,0
0,0,0,33,12,36,98,86.052310,89,1,1,0,0,0
0,0,0,33,12,37,0,12.649111,16,0,0,0,0,0
0,0,0,33,12,37,3,9.848858,13,0,0,0,0,0
0,0,0,33,12,37,14,4.472136,6,1,1,0,0,0
0,0,0,33,12,37,14,4.472136,6,1,1,0,0,0
0,0,0,33,13,30,1,12.369317,15,0,0,0,0,0
0,0,0,33,13,31,2,11.180340,13,0,0,0,0,0
0,0,0,33,13,31,2,11.180340,13,0,0,0,0,0
0,0,0,33,13,32,13,1.000000,1,1,1,1,0,0
0,0,0,33,13,32,15,2.236068,3,1,1,0,0,0
0,0,0,33,13,33,14,1.000000,1,1,1,1,0,0
0,0,0,33,13,35,0,13.152946,15,0,0,0,0,0
0,0,0,33,13,35,2,11.180340,13,0,0,0,0,0
0,0,0,33,13,36,0,13.341664,16,0,0,0,0,0
0,0,0,33,13,36,13,3.000000,3,1,1,0,0,0
0,0,0,33,13,37,0,13.601471,17,0,0,0,0,0
0,0,0,33,14,30,12,3.605551,5,1,1,0,0,0
0,0,0,33,14,31,0,14.142136,16,0,0,0,0,0
0,0,0,33,14,31,3,11.180340,13,0,0,0,0,0
0,0,0,33,14,32,13,1.414214,2,1,1,0,0,0
0,0,0,33,14,32,15,1.414214,2,1,1,0,0,0
0,0,0,33,14,35,1,13.152946,15,0,0,0,0,0
0,0,0,33,14,35,14,2.000000,2,1,1,0,0,0
0,0,0,33,14,37,0,14.560220,18,0,0,0,0,0
0,0,0,33,14,37,14,4.000000,4,1,1,0,0,0
0,0,0,33,14,37,14,4.000000,4,1,1,0,0,0
0,0,0,33,15,30,1,14.317821,17,0,0,0,0,0
0,0,0,33,15,32,2,13.038405,14,0,0,0,0,0
0,0,0,33,15,32,2,13.038405,14,0,0,0,0,0
0,0,0,33,15,32,12,3.162278,4,1,1,0,0,0
0,0,0,33,15,35,14,2.236068,3,1,1,0,0,0
0,0,0,33,15,37,1,14.560220,18,0,0,0,0,0
0,0,0,33,15,37,1,14.560220,18,0,0,0,0,0
0,0,0,33,15,37,3,12.649111,16,0,0,0,0,0
0,0,0,33,15,37,13,4.472136,6,1,1,0,0,0
0,0,0,33,119,31,56,63.031738,65,0,0,0,0,0
0,0,0,34,0,31,13,13.341664,16,0,0,0,0,0
0,0,0,34,0,31,15,15.297059,18,0,0,0,0,0
0,0,0,34,0,32,2,2.828427,4,1,1,0,0,0
0,0,0,34,0,35,3,3.162278,4,1,1,0,0,0
0,0,0,34,0,35,13,13.038405,14,0,0,0,0,0
0,0,0,34,0,35,14,14.035669,15,0,0,0,0,0
0,0,0,34,0,36,13,13.152946,15,0,0,0,0,0
0,0,0,34,0,37,14,14.317821,17,0,0,0,0,0
0,0,0,34,0,37,15,15.297059,18,0,0,0,0,0
0,0,0,34,1,30,15,14.560220,18,0,0,0,0,0
0,0,0,34,1,31,14,13.341664,16,0,0,0,0,0
0,0,0,34,1,32,0,2.236068,3,1,1,0,0,0
0,0,0,34,1,32,1,2.000000,2,1,1,0,0,0
